18	2	6	5	1
19	3	5	5	1
6	3	3	3	1
18	3	6	5	1
19	2	5	5	1
4	4	3	3	0
26	3	7	6	1
10	4	6	5	1
25	2	7	4	1
17	3	5	6	1
9	5	6	3	1
9	2	6	4	1
18	5	5	7	1
26	5	4	3	1
26	4	4	5	1
22	3	6	3	0
26	3	3	4	1
26	2	5	2	1
26	5	4	4	1
26	5	5	2	1
26	4	6	3	1
10	2	4	5	1
26	4	7	6	1
26	3	4	5	1
23	5	5	5	0
26	3	5	2	1
26	2	5	6	1
26	5	7	5	1
26	3	4	7	1
25	4	5	4	1
26	2	6	6	1
12	5	3	3	0
22	2	7	6	0
26	5	4	2	1
26	4	3	5	1
26	5	7	5	1
26	2	4	3	1
